employee_id,age,gender,department_id,job_role_id,education_id,experience_years,monthly_income,salary_hike_percent,work_hours_per_week,overtime,remote_work,business_travel,distance_from_home,job_satisfaction,environment_satisfaction,relationship_satisfaction,work_life_balance,training_hours,projects_last_year,performance_rating,promotion_last_5_years,manager_rating,team_size,company_tenure,stock_option_level,marital_status,dependents,absences_last_year,health_score,stress_level,engagement_score,skill_score,ai_tool_usage,certification_count,job_level,bonus,years_in_current_role,years_with_manager,attrition,age_group,income_band,tenure_group,high_risk_segment
120,59,Female,2,6,2,34,48182,1,67,No,Yes,Rarely,23,2,2,2,3,6,3,3,No,4,17,7,2,Married,1,3,90,26,39,9,High,14,1,48952,17,3,0,50-60,Low,6-10 yrs,Low Risk
121,31,Male,6,2,3,25,145952,4,56,Yes,No,Rarely,24,1,2,3,2,84,2,3,Yes,4,11,4,2,Single,0,28,55,5,15,20,Medium,8,5,35457,3,10,0,30-39,Upper-Mid,0-5 yrs,High Risk
122,50,Female,1,1,2,15,67998,12,65,Yes,Yes,Rarely,16,5,5,5,2,113,2,1,Yes,1,17,25,1,Single,0,24,50,73,20,34,Low,13,4,40910,16,3,0,50-60,Low,21-30 yrs,Low Risk
123,39,Male,2,6,3,7,47105,22,33,Yes,Yes,Rarely,39,5,3,1,1,27,10,2,No,3,4,25,3,Single,0,10,100,85,53,53,Low,2,7,16045,4,16,0,30-39,Low,21-30 yrs,Low Risk
124,31,Male,2,2,2,9,115261,22,34,Yes,Yes,Frequently,3,2,4,5,3,116,2,5,Yes,2,22,1,2,Married,0,20,85,99,45,75,Low,15,6,48860,15,4,1,30-39,Lower-Mid,0-5 yrs,High Risk
125,37,Female,6,2,3,19,38835,9,67,Yes,Yes,Rarely,17,4,2,2,2,75,8,5,Yes,4,20,29,0,Married,5,25,65,96,81,88,Medium,12,4,5708,7,20,0,30-39,Low,21-30 yrs,Low Risk
126,42,Male,3,4,2,27,104891,13,68,No,No,Frequently,10,3,3,5,2,10,6,4,No,5,3,9,2,Single,2,5,84,1,57,53,High,7,1,14176,20,1,0,40-49,Lower-Mid,6-10 yrs,Low Risk
127,45,Female,2,1,2,11,127149,28,69,Yes,No,Frequently,32,3,3,5,5,24,14,2,No,5,2,0,1,Single,1,14,76,35,85,33,High,11,6,6613,17,16,0,40-49,Upper-Mid,0-5 yrs,Low Risk
128,45,Female,6,5,2,8,91411,11,49,Yes,No,Never,44,4,1,4,4,46,12,1,Yes,1,19,12,3,Married,4,28,49,86,94,78,High,14,1,21312,15,4,0,40-49,Lower-Mid,11-20 yrs,Low Risk
129,21,Female,2,2,3,17,62886,20,47,Yes,Yes,Frequently,50,5,5,1,4,70,7,1,No,4,24,11,2,Married,1,26,76,25,64,7,High,11,2,13158,16,1,0,20-29,Low,11-20 yrs,Low Risk
130,31,Male,4,5,2,19,218552,24,53,No,Yes,Frequently,20,2,4,2,5,41,15,4,No,1,23,8,2,Married,2,12,90,67,61,35,Low,6,5,29506,16,13,0,30-39,High,6-10 yrs,Low Risk
131,31,Female,3,5,2,20,36520,11,55,No,No,Never,8,3,3,4,1,5,9,5,No,3,21,30,2,Married,1,28,44,20,71,13,High,13,7,46647,3,9,0,30-39,Low,21-30 yrs,Low Risk
132,31,Female,5,5,2,11,214509,12,61,No,No,Frequently,12,1,2,5,5,52,11,3,Yes,2,12,21,0,Married,0,16,40,82,74,86,Low,13,4,14020,18,8,0,30-39,High,21-30 yrs,Low Risk
133,29,Female,3,2,3,9,83243,12,48,Yes,Yes,Never,46,2,4,5,3,91,2,5,No,5,8,28,1,Married,0,11,83,86,73,11,Medium,0,6,33899,2,3,1,20-29,Lower-Mid,21-30 yrs,High Risk
134,41,Female,4,3,2,13,25898,18,65,No,Yes,Rarely,35,2,4,1,4,28,5,3,No,5,20,7,1,Single,2,26,91,59,74,69,High,0,2,11340,0,16,0,40-49,Low,6-10 yrs,Low Risk
135,38,Male,6,4,3,27,123148,30,67,Yes,No,Rarely,43,3,1,3,5,42,11,3,Yes,4,20,4,3,Married,5,28,85,9,80,59,Low,10,5,12446,3,12,0,30-39,Upper-Mid,0-5 yrs,Low Risk
136,31,Female,2,2,3,18,75910,6,46,Yes,Yes,Never,49,5,3,1,5,92,1,1,No,2,15,0,2,Married,5,5,76,10,81,41,Medium,9,1,2899,5,11,0,30-39,Lower-Mid,0-5 yrs,Low Risk
137,47,Male,2,5,2,1,211955,15,35,No,No,Frequently,31,1,2,1,5,72,5,5,No,2,13,8,0,Single,5,8,100,59,67,56,High,12,2,28618,4,4,0,40-49,High,6-10 yrs,Low Risk
138,21,Male,3,3,2,7,81106,24,32,No,Yes,Never,35,5,1,3,3,79,9,4,No,2,2,7,1,Married,3,28,46,94,13,76,Low,6,4,29911,18,18,0,20-29,Lower-Mid,6-10 yrs,Low Risk
139,49,Male,6,2,3,4,174464,27,45,No,No,Never,31,1,5,2,1,116,8,5,No,1,24,7,1,Single,3,18,90,93,96,29,High,1,2,6147,6,0,0,40-49,High,6-10 yrs,Low Risk
140,23,Male,4,2,3,29,37761,29,56,Yes,No,Rarely,10,2,4,1,4,96,2,1,Yes,2,18,5,2,Single,4,25,96,52,49,1,Low,0,5,42484,2,16,0,20-29,Low,0-5 yrs,High Risk
141,56,Female,6,2,1,34,45348,17,43,No,Yes,Rarely,33,1,4,2,1,90,11,2,No,1,21,2,2,Single,0,23,55,91,13,12,Medium,8,3,20264,9,4,0,50-60,Low,0-5 yrs,Low Risk
142,52,Male,3,2,3,21,75338,24,68,Yes,Yes,Never,25,1,4,4,5,73,11,2,Yes,1,3,22,0,Single,3,25,96,1,8,24,High,9,4,16741,4,8,0,50-60,Lower-Mid,21-30 yrs,High Risk
143,40,Male,6,1,3,22,32432,20,60,Yes,No,Frequently,16,4,1,4,5,2,6,2,No,3,2,24,1,Married,0,17,50,42,14,5,Medium,13,6,22082,11,2,0,40-49,Low,21-30 yrs,Low Risk
144,55,Male,6,6,3,7,145070,24,70,Yes,Yes,Never,14,2,2,3,1,91,5,4,Yes,2,21,14,1,Married,3,7,61,21,33,4,Low,6,6,17007,19,20,0,50-60,Upper-Mid,11-20 yrs,High Risk
145,58,Female,1,3,1,9,196996,23,34,Yes,Yes,Rarely,24,5,1,2,5,14,12,4,No,4,7,28,0,Married,2,12,66,9,90,89,Low,14,6,6215,14,10,0,50-60,High,21-30 yrs,Low Risk
146,41,Male,1,2,2,13,33047,8,69,Yes,Yes,Rarely,5,2,1,2,5,39,11,3,Yes,1,6,15,0,Single,3,8,81,50,12,73,High,7,1,4246,9,0,0,40-49,Low,11-20 yrs,High Risk
147,38,Male,1,2,2,8,118158,11,53,Yes,Yes,Never,43,5,1,2,2,36,13,4,Yes,2,22,6,1,Married,2,7,81,47,61,34,Low,1,1,43492,12,11,0,30-39,Lower-Mid,6-10 yrs,Low Risk
148,36,Male,3,4,3,18,32705,22,61,No,Yes,Frequently,8,4,4,4,2,116,4,4,No,1,5,6,0,Married,2,14,70,61,31,44,High,1,1,33378,7,15,0,30-39,Low,6-10 yrs,Low Risk
149,34,Male,4,1,3,24,53848,27,50,Yes,Yes,Rarely,6,4,4,3,4,118,8,2,Yes,4,22,10,0,Single,2,21,90,8,47,9,Low,15,4,16863,5,16,0,30-39,Low,6-10 yrs,Low Risk
150,21,Male,6,2,3,32,31415,4,53,Yes,Yes,Frequently,21,4,1,3,2,89,4,1,No,1,16,6,0,Married,3,4,93,83,25,39,High,10,5,13065,2,12,0,20-29,Low,6-10 yrs,Low Risk
151,22,Male,6,5,3,10,28305,27,61,Yes,Yes,Never,14,4,2,4,2,39,13,4,No,2,12,1,3,Single,2,13,82,47,91,3,High,11,7,10621,7,0,0,20-29,Low,0-5 yrs,Low Risk
152,30,Male,1,1,3,16,184029,3,47,No,No,Rarely,9,4,5,2,5,41,15,1,Yes,2,15,5,0,Married,3,8,96,59,73,85,Low,4,6,17624,13,3,0,30-39,High,0-5 yrs,Low Risk
153,24,Female,2,1,2,27,52290,2,63,Yes,No,Frequently,43,3,5,5,1,57,4,4,No,5,19,6,3,Single,4,28,56,3,74,49,Low,8,6,15502,13,11,0,20-29,Low,6-10 yrs,Low Risk
154,54,Male,5,5,1,16,202576,14,60,No,No,Never,49,1,2,4,3,100,4,4,Yes,2,19,13,3,Single,5,7,63,10,95,91,Medium,12,6,32397,11,4,0,50-60,High,11-20 yrs,Low Risk
155,35,Female,4,4,3,13,94737,2,60,Yes,No,Frequently,37,1,5,3,3,90,13,4,No,2,17,22,0,Single,3,11,47,15,81,99,Medium,6,6,16290,18,6,0,30-39,Lower-Mid,21-30 yrs,High Risk
156,44,Female,5,6,1,19,195058,6,30,Yes,No,Never,36,2,3,1,1,102,1,2,Yes,2,2,5,1,Single,2,28,85,33,31,3,Low,3,1,5799,6,4,0,40-49,High,0-5 yrs,High Risk
157,51,Female,6,2,2,21,44227,27,46,No,No,Rarely,6,3,3,2,3,11,2,5,Yes,3,6,25,2,Married,4,15,49,67,25,78,High,1,7,10087,13,12,0,50-60,Low,21-30 yrs,Low Risk
158,39,Male,3,6,1,1,85139,6,58,No,No,Rarely,40,1,1,4,5,55,3,1,Yes,5,8,3,3,Single,2,16,67,40,67,69,Medium,1,1,14993,0,7,0,30-39,Lower-Mid,0-5 yrs,Low Risk
159,53,Male,2,5,3,18,80434,28,46,Yes,Yes,Rarely,4,4,2,4,3,105,12,3,No,3,18,23,2,Single,4,10,45,82,38,7,Medium,7,2,11487,20,7,0,50-60,Lower-Mid,21-30 yrs,Low Risk
160,50,Female,4,5,1,1,76827,3,34,No,No,Frequently,31,1,1,3,5,28,8,3,No,4,24,11,3,Married,4,1,46,42,99,59,Low,8,2,2449,17,4,0,50-60,Lower-Mid,11-20 yrs,Low Risk
161,25,Male,5,5,2,29,204322,16,35,No,Yes,Frequently,45,1,1,1,1,36,15,2,Yes,1,12,5,3,Single,1,5,64,80,98,55,High,10,3,8078,7,14,0,20-29,High,0-5 yrs,Low Risk
162,56,Male,2,6,2,7,49034,24,59,No,No,Never,13,4,2,2,4,13,14,5,No,2,2,8,3,Single,4,10,60,34,23,94,High,10,6,12289,13,1,0,50-60,Low,6-10 yrs,Low Risk
163,21,Male,3,5,1,14,175704,27,50,No,No,Frequently,20,1,3,5,3,50,7,3,Yes,2,2,29,3,Single,5,25,43,45,94,22,Low,9,3,33066,20,10,0,20-29,High,21-30 yrs,Low Risk
164,45,Male,1,1,2,27,105507,28,38,No,Yes,Never,30,2,3,4,4,100,12,2,No,3,9,2,0,Single,2,28,41,18,4,30,Medium,2,5,4434,15,1,0,40-49,Lower-Mid,0-5 yrs,Low Risk
165,33,Female,1,2,3,29,192791,28,66,No,No,Frequently,23,3,3,3,5,117,2,5,Yes,4,16,13,0,Single,1,6,63,52,70,47,High,3,6,37248,1,14,0,30-39,High,11-20 yrs,Low Risk
166,58,Male,2,6,2,27,31195,26,62,No,No,Rarely,15,2,5,1,2,46,15,4,Yes,4,22,22,0,Married,1,10,59,92,43,66,High,5,4,35839,16,0,0,50-60,Low,21-30 yrs,Low Risk
167,30,Male,4,5,1,24,172088,29,33,Yes,Yes,Never,2,2,5,2,5,59,15,2,Yes,2,6,20,3,Single,3,4,78,22,89,34,High,8,2,27542,6,16,0,30-39,High,11-20 yrs,High Risk
168,50,Male,5,1,3,3,49210,8,44,No,Yes,Rarely,39,1,2,2,5,92,12,1,No,5,24,6,2,Married,4,1,71,100,1,57,Low,2,7,36655,13,4,0,50-60,Low,6-10 yrs,Low Risk
169,41,Female,5,1,1,29,69983,7,40,No,No,Frequently,40,2,4,3,3,20,11,2,No,1,6,6,2,Single,4,9,51,82,54,62,Medium,15,4,18159,15,16,0,40-49,Low,6-10 yrs,Low Risk
170,33,Male,3,5,3,30,180180,12,34,Yes,No,Rarely,23,2,4,3,3,90,12,4,Yes,4,20,17,0,Single,5,15,62,66,66,81,High,12,4,40616,9,5,0,30-39,High,11-20 yrs,High Risk
171,56,Female,4,6,3,0,204960,7,51,No,Yes,Never,36,3,4,2,3,14,3,1,No,4,16,15,2,Married,4,28,41,19,45,71,High,10,6,31255,3,10,0,50-60,High,11-20 yrs,Low Risk
172,37,Male,1,4,1,24,184833,11,70,No,Yes,Frequently,22,5,3,4,2,120,12,4,Yes,1,8,6,0,Single,1,9,54,78,29,8,Medium,8,1,48065,3,4,0,30-39,High,6-10 yrs,Low Risk
173,56,Male,3,2,2,35,48485,27,54,No,No,Rarely,41,2,2,5,2,38,1,1,Yes,2,5,1,0,Married,5,22,80,99,22,15,Medium,5,1,11857,6,19,0,50-60,Low,0-5 yrs,Low Risk
174,43,Female,6,5,2,12,119539,7,60,No,Yes,Never,46,4,2,2,2,114,3,3,Yes,4,18,19,0,Married,4,25,96,16,74,2,Medium,14,1,39387,20,10,0,40-49,Lower-Mid,11-20 yrs,Low Risk
175,46,Female,2,2,2,32,63657,5,30,Yes,Yes,Frequently,27,5,2,5,4,93,11,4,No,4,20,29,1,Married,3,6,57,7,28,86,High,0,5,45089,10,10,0,40-49,Low,21-30 yrs,Low Risk
176,56,Female,3,4,1,16,185139,4,57,No,Yes,Never,27,2,3,5,5,54,12,1,Yes,5,6,3,3,Married,0,19,95,44,56,57,High,8,1,47862,14,20,0,50-60,High,0-5 yrs,Low Risk
177,44,Male,5,5,2,6,34354,25,53,Yes,Yes,Never,33,3,5,4,5,88,13,3,No,3,14,21,3,Single,0,23,93,64,19,87,Medium,1,5,35451,4,11,0,40-49,Low,21-30 yrs,Low Risk
178,45,Female,3,3,1,15,93082,27,32,No,Yes,Frequently,39,1,4,1,3,43,14,5,Yes,2,22,26,0,Single,4,8,61,65,22,21,Low,15,7,14669,8,8,0,40-49,Lower-Mid,21-30 yrs,Low Risk
179,24,Female,4,6,2,14,67224,6,36,Yes,No,Frequently,21,3,1,4,2,83,8,4,Yes,3,7,16,0,Married,3,28,50,79,18,61,Medium,15,3,36911,11,3,0,20-29,Low,11-20 yrs,Low Risk
180,56,Male,1,4,1,31,179502,4,61,No,No,Frequently,25,2,5,5,2,40,13,1,No,2,16,3,2,Married,5,11,76,43,100,88,High,11,4,41551,6,17,0,50-60,High,0-5 yrs,Low Risk
181,32,Female,5,1,3,23,74371,18,34,No,No,Rarely,14,2,5,1,2,65,9,1,Yes,1,23,9,0,Single,5,18,85,78,86,1,Medium,1,4,5737,8,10,0,30-39,Lower-Mid,6-10 yrs,Low Risk
182,57,Male,4,1,1,0,160049,28,44,Yes,Yes,Rarely,8,3,3,5,5,41,11,4,No,1,4,19,3,Single,5,28,57,54,66,19,Medium,11,7,43373,0,0,0,50-60,Upper-Mid,11-20 yrs,Low Risk
183,24,Female,5,5,3,27,188391,4,52,Yes,No,Frequently,35,4,2,2,2,19,3,1,Yes,2,11,16,0,Married,3,14,74,69,97,2,High,1,2,27699,4,7,0,20-29,High,11-20 yrs,Low Risk
184,21,Female,6,5,2,15,118693,24,32,No,Yes,Never,4,1,4,5,2,118,1,5,Yes,2,4,8,0,Married,0,10,81,31,11,55,Medium,2,5,29288,7,4,0,20-29,Lower-Mid,6-10 yrs,Low Risk
185,32,Male,4,3,2,19,138233,3,40,No,Yes,Frequently,33,1,1,3,1,13,9,2,No,2,9,21,1,Married,2,21,69,42,12,31,Medium,0,6,14596,12,3,0,30-39,Upper-Mid,21-30 yrs,Low Risk
186,33,Female,2,5,3,26,48018,21,51,No,Yes,Rarely,26,3,4,4,1,19,2,1,Yes,5,8,8,0,Married,4,21,71,69,33,25,Low,15,5,29352,9,2,0,30-39,Low,6-10 yrs,Low Risk
187,58,Female,2,2,3,30,58270,0,41,No,Yes,Never,5,1,1,3,2,6,4,5,No,3,7,22,2,Married,5,26,57,19,21,57,Medium,5,1,8652,2,17,0,50-60,Low,21-30 yrs,Low Risk
188,48,Male,6,3,3,15,191915,7,30,Yes,Yes,Rarely,23,3,1,3,5,40,14,5,No,5,19,6,2,Single,3,23,61,20,17,48,Medium,7,5,18180,16,4,0,40-49,High,6-10 yrs,Low Risk
189,53,Male,4,5,2,1,134780,3,70,Yes,No,Frequently,34,5,4,2,5,69,7,5,No,3,14,26,0,Married,3,10,86,56,88,28,High,14,7,23458,9,14,0,50-60,Upper-Mid,21-30 yrs,Low Risk
190,44,Female,5,2,3,5,119470,8,70,Yes,No,Never,2,2,3,5,1,43,6,4,Yes,4,21,16,2,Single,2,10,70,94,14,93,High,5,4,6690,11,6,1,40-49,Lower-Mid,11-20 yrs,High Risk
191,38,Female,6,5,2,31,36331,4,50,No,Yes,Never,12,2,2,3,3,7,15,2,No,1,7,28,0,Married,3,6,49,92,99,48,High,3,1,17800,14,16,0,30-39,Low,21-30 yrs,Low Risk
192,46,Female,3,2,2,16,30307,3,50,Yes,No,Rarely,44,4,1,5,2,26,1,5,Yes,3,5,6,1,Single,3,18,89,51,74,42,Low,1,5,21321,16,20,0,40-49,Low,6-10 yrs,Low Risk
193,59,Male,6,5,2,5,158701,29,53,Yes,Yes,Rarely,8,1,3,4,2,83,14,4,Yes,3,20,7,3,Single,4,25,75,59,39,35,Medium,15,4,892,1,12,0,50-60,Upper-Mid,6-10 yrs,High Risk
194,50,Female,2,3,2,14,182030,24,58,No,Yes,Frequently,30,2,2,1,1,11,15,1,Yes,3,2,13,3,Married,2,29,84,80,45,67,Medium,5,1,33462,16,15,0,50-60,High,11-20 yrs,Low Risk
195,28,Female,1,5,3,23,101086,19,65,Yes,No,Frequently,49,2,1,5,3,107,2,3,No,2,12,21,0,Married,1,13,41,70,47,29,Medium,0,2,43416,6,17,0,20-29,Lower-Mid,21-30 yrs,High Risk
196,49,Female,2,5,3,23,131403,1,31,Yes,No,Rarely,21,2,4,1,4,69,8,2,Yes,1,22,5,1,Married,5,16,48,34,90,79,Low,10,3,36087,17,4,0,40-49,Upper-Mid,0-5 yrs,High Risk
197,51,Male,4,6,3,7,60325,26,44,No,No,Never,21,3,5,2,3,63,8,5,Yes,1,22,29,0,Single,4,19,42,36,76,89,High,4,3,4601,5,16,0,50-60,Low,21-30 yrs,Low Risk
198,22,Female,4,1,1,1,187160,6,50,Yes,No,Never,2,4,2,3,3,8,15,1,Yes,5,25,3,0,Single,5,9,82,30,36,39,High,2,7,13428,14,19,0,20-29,High,0-5 yrs,Low Risk
199,38,Female,3,2,3,35,26442,15,69,Yes,Yes,Frequently,45,3,5,4,4,100,13,4,Yes,2,10,8,1,Single,5,9,65,8,6,29,Low,6,4,24131,14,16,0,30-39,Low,6-10 yrs,Low Risk
200,43,Female,2,1,2,32,152065,15,55,No,Yes,Never,49,5,2,4,2,60,9,2,Yes,2,13,18,0,Married,2,11,80,4,16,62,Medium,12,5,37922,6,10,0,40-49,Upper-Mid,11-20 yrs,Low Risk
201,48,Male,1,2,1,0,104338,25,57,Yes,No,Frequently,44,2,4,2,1,19,7,2,Yes,3,9,20,3,Married,2,4,46,33,24,93,High,6,2,31132,18,17,0,40-49,Lower-Mid,11-20 yrs,High Risk
202,33,Male,2,4,1,28,194290,28,66,Yes,Yes,Never,28,4,2,3,5,29,10,2,No,3,5,15,0,Single,5,9,49,65,33,71,High,3,1,37522,1,6,0,30-39,High,11-20 yrs,Low Risk
203,36,Female,6,1,2,13,47036,0,49,Yes,No,Rarely,24,3,2,4,1,96,4,1,Yes,3,25,3,3,Married,0,7,53,33,45,5,Medium,12,4,42688,17,12,0,30-39,Low,0-5 yrs,Low Risk
204,35,Female,4,6,2,19,134554,8,41,No,No,Frequently,14,5,1,5,2,59,10,2,Yes,1,23,11,3,Single,0,8,80,10,63,81,Low,6,4,8583,9,13,0,30-39,Upper-Mid,11-20 yrs,Low Risk
205,34,Male,6,4,3,9,193457,10,63,No,Yes,Frequently,5,1,2,1,1,36,1,3,No,5,24,25,1,Single,0,23,81,51,9,39,Low,11,6,11775,19,12,0,30-39,High,21-30 yrs,Low Risk
206,53,Female,6,4,2,26,57074,3,57,No,Yes,Frequently,13,5,3,4,4,50,9,5,No,1,20,1,3,Married,1,4,68,16,50,98,High,8,3,10003,19,16,0,50-60,Low,0-5 yrs,Low Risk
207,31,Male,6,3,1,27,63974,19,58,Yes,No,Never,29,2,1,1,1,51,5,5,Yes,4,13,4,3,Single,0,0,49,35,65,29,High,2,7,5933,17,6,0,30-39,Low,0-5 yrs,High Risk
208,59,Female,1,6,1,33,43475,10,33,No,Yes,Never,43,3,4,3,5,7,14,1,Yes,4,4,18,1,Married,5,15,58,18,24,74,Medium,0,3,29909,18,10,0,50-60,Low,11-20 yrs,Low Risk
209,40,Male,4,4,2,35,97041,7,53,Yes,Yes,Frequently,33,5,5,3,3,47,4,4,No,5,21,28,1,Married,3,8,100,82,79,27,Low,4,7,36571,0,2,0,40-49,Lower-Mid,21-30 yrs,Low Risk
210,37,Female,6,1,3,11,119466,20,36,Yes,No,Never,7,5,2,4,5,87,7,1,Yes,4,14,21,3,Single,2,21,84,34,72,95,High,9,4,43148,18,12,0,30-39,Lower-Mid,21-30 yrs,Low Risk
211,53,Female,3,3,1,25,74262,21,34,No,Yes,Frequently,18,2,4,4,3,39,10,3,Yes,5,23,5,1,Single,1,28,76,50,68,28,Medium,10,7,6715,16,4,0,50-60,Lower-Mid,0-5 yrs,Low Risk
212,30,Male,1,1,2,35,83627,29,30,No,No,Rarely,25,3,4,1,4,110,11,4,Yes,1,9,12,2,Single,0,18,46,43,60,91,Medium,2,2,29386,9,6,0,30-39,Lower-Mid,11-20 yrs,Low Risk
213,24,Female,4,1,2,23,175444,4,64,Yes,No,Frequently,23,1,4,2,2,11,12,5,No,5,15,29,1,Married,4,21,60,5,7,65,Medium,3,1,21842,8,20,0,20-29,High,21-30 yrs,High Risk
214,37,Female,6,4,3,17,137736,10,37,No,Yes,Rarely,16,5,2,2,2,26,8,3,Yes,3,25,14,3,Single,5,26,51,100,8,23,Medium,2,1,29658,0,0,0,30-39,Upper-Mid,11-20 yrs,Low Risk
215,51,Male,3,6,2,26,157169,7,51,Yes,No,Never,32,4,4,4,1,82,15,5,Yes,3,3,19,3,Single,1,10,40,12,4,13,Low,13,7,32104,15,11,0,50-60,Upper-Mid,11-20 yrs,Low Risk
216,27,Female,6,6,1,24,177150,15,64,No,No,Rarely,32,1,1,4,1,63,12,4,Yes,1,25,19,3,Married,0,19,96,41,54,86,High,8,6,183,15,7,0,20-29,High,11-20 yrs,Low Risk
217,43,Female,1,6,1,29,124323,29,66,Yes,No,Never,43,3,1,4,4,112,9,5,Yes,5,25,15,2,Single,5,9,100,14,86,2,Low,10,6,45953,1,7,0,40-49,Upper-Mid,11-20 yrs,Low Risk
218,22,Female,4,6,1,10,93819,30,36,Yes,Yes,Frequently,34,4,4,3,2,102,8,2,No,3,2,16,2,Married,0,29,47,31,21,1,Medium,2,3,21594,2,4,0,20-29,Lower-Mid,11-20 yrs,Low Risk
219,45,Female,4,1,2,8,104587,26,37,Yes,Yes,Rarely,20,1,2,1,1,111,15,3,Yes,2,16,20,2,Single,1,10,85,70,88,51,High,4,7,44333,18,14,0,40-49,Lower-Mid,11-20 yrs,High Risk
220,38,Female,2,1,3,16,183557,22,31,Yes,Yes,Rarely,50,2,3,1,3,41,2,3,No,5,7,14,0,Single,2,12,96,70,24,21,Low,2,7,439,2,12,0,30-39,High,11-20 yrs,High Risk
221,26,Female,3,3,2,8,89710,10,42,No,Yes,Never,28,1,3,4,5,46,12,2,No,1,11,13,2,Married,5,3,53,59,56,42,Medium,9,2,41843,15,9,0,20-29,Lower-Mid,11-20 yrs,Low Risk
222,45,Female,1,4,2,5,56111,12,36,No,Yes,Never,45,1,2,5,4,24,1,4,No,3,14,20,0,Single,3,21,49,58,40,53,High,4,3,21265,14,14,0,40-49,Low,11-20 yrs,Low Risk
223,39,Female,5,6,1,30,185450,13,31,Yes,No,Never,32,2,3,2,4,96,1,4,No,2,24,25,0,Single,5,7,59,80,49,26,Medium,11,5,43384,14,20,1,30-39,High,21-30 yrs,High Risk
224,48,Female,4,3,3,23,127012,23,58,Yes,No,Never,23,2,5,4,2,30,11,5,No,3,10,12,2,Married,5,14,42,14,64,73,High,6,6,3518,5,1,0,40-49,Upper-Mid,11-20 yrs,High Risk
225,43,Female,6,6,2,19,45626,17,34,No,Yes,Never,5,2,2,2,1,48,3,5,No,3,4,4,2,Married,1,3,42,28,11,63,Medium,1,7,48283,12,20,0,40-49,Low,0-5 yrs,Low Risk
226,38,Female,2,1,2,23,141833,30,52,Yes,Yes,Never,46,3,4,5,1,24,5,3,No,5,9,20,0,Married,3,7,79,30,41,2,Low,14,6,28244,20,11,0,30-39,Upper-Mid,11-20 yrs,Low Risk
227,40,Male,5,2,2,31,85896,17,60,No,No,Never,25,2,1,1,5,112,13,1,No,3,17,6,3,Single,3,1,70,74,99,28,Medium,15,7,36,8,9,0,40-49,Lower-Mid,6-10 yrs,Low Risk
228,29,Female,4,1,3,28,217085,29,42,No,No,Frequently,22,2,1,1,3,44,15,2,Yes,2,15,23,2,Single,2,24,77,80,19,13,Medium,8,7,33750,13,8,0,20-29,High,21-30 yrs,Low Risk
229,50,Female,5,2,1,18,202902,7,51,No,Yes,Frequently,50,5,2,4,3,114,6,1,No,3,2,16,2,Single,1,11,47,90,82,48,Medium,3,5,11776,13,8,0,50-60,High,11-20 yrs,Low Risk
230,26,Female,6,6,2,28,155762,17,41,Yes,No,Frequently,22,3,2,2,3,77,12,1,Yes,2,9,1,1,Single,1,17,83,40,64,45,Medium,11,6,3789,6,20,0,20-29,Upper-Mid,0-5 yrs,Low Risk
231,35,Female,3,3,2,27,160711,11,37,Yes,No,Rarely,33,2,5,2,1,66,10,2,No,2,11,6,2,Married,0,29,70,61,44,51,Low,11,1,32205,15,6,0,30-39,Upper-Mid,6-10 yrs,High Risk
232,33,Male,1,1,1,34,156759,6,65,Yes,No,Frequently,44,4,1,4,1,96,9,1,No,4,16,15,2,Married,2,26,74,16,4,25,Medium,5,1,13385,11,18,0,30-39,Upper-Mid,11-20 yrs,Low Risk
233,48,Male,3,6,2,12,215618,14,68,Yes,No,Frequently,2,1,4,5,3,67,1,3,Yes,4,8,23,1,Single,1,0,97,9,82,86,High,8,2,31897,13,11,0,40-49,High,21-30 yrs,High Risk
234,21,Female,4,2,1,27,134874,12,38,Yes,No,Frequently,12,1,2,5,4,102,15,2,No,3,10,2,1,Single,3,29,81,90,47,73,Low,5,5,14103,4,0,1,20-29,Upper-Mid,0-5 yrs,High Risk
235,26,Male,6,1,1,21,85641,2,60,Yes,No,Never,45,2,2,4,3,96,12,2,Yes,5,23,19,3,Married,1,1,62,41,72,27,Medium,3,6,13773,14,3,0,20-29,Lower-Mid,11-20 yrs,High Risk
236,28,Male,5,5,3,21,194896,0,61,Yes,No,Never,4,5,2,3,4,80,7,1,No,2,19,16,2,Married,1,13,56,67,48,39,High,2,4,1109,10,3,0,20-29,High,11-20 yrs,Low Risk
237,46,Female,3,1,3,31,142676,0,39,Yes,Yes,Never,19,5,4,3,1,116,15,2,Yes,4,10,26,3,Married,3,3,54,23,24,47,Low,11,5,46224,14,4,0,40-49,Upper-Mid,21-30 yrs,Low Risk
238,24,Female,4,1,1,27,216844,22,67,No,Yes,Frequently,27,1,2,5,1,75,4,4,No,2,20,28,2,Single,3,19,92,28,24,94,High,10,6,4278,10,19,0,20-29,High,21-30 yrs,Low Risk
239,22,Female,3,4,1,7,90647,10,65,Yes,Yes,Rarely,20,5,5,5,2,115,9,3,No,5,23,8,3,Single,2,8,84,53,57,28,High,5,5,12606,14,4,0,20-29,Lower-Mid,6-10 yrs,Low Risk
240,34,Female,6,1,2,21,70463,28,33,No,No,Never,17,3,2,5,3,87,4,4,No,2,6,28,2,Married,4,16,78,51,27,18,Low,10,6,35609,8,0,0,30-39,Low,21-30 yrs,Low Risk
